orden,total,fecha pago,status
BP_I6AJQ,11071469.94,2023-05-23,Completo
BP_OVUSF,2636894.0,2023-08-27,Completo
BP_FVVS8,2253622.0,2023-03-24,Completo
BP_MJ8NT,1164636.44,2023-10-22,Completo
BP_P4XSJ,8207275.66,2023-05-13,Completo
BP_2DVYN,976607.62,2023-09-07,Completo
BP_EDQVO,5849905.14,2023-08-30,Completo
BP_P1AAT,1911110.01,2023-01-27,Completo
BP_RQNA9,2077529.06,2023-01-26,Completo
BP_C311C,564481.88,2023-03-25,Cancelado
BP_TAVZG,1124060.04,2023-01-31,Completo
BP_K9C1G,1857212.5,2023-05-07,Proceso
BP_I85AR,6511894.42,2023-10-23,Cancelado
BP_Q9WFJ,971936.08,2023-10-18,Completo
BP_CPIRG,3871588.96,2023-09-03,Proceso
BP_05SFN,1637861.49,2023-03-24,Proceso
BP_CNNVW,712117.0,2023-09-15,Cancelado
BP_ZRWQH,1390818.4,2023-04-25,Proceso
BP_RSDUI,1463682.5,2023-04-26,Completo
BP_XCM4E,9595767.85,2023-06-24,Completo
BP_60SWL,944170.0,2023-07-20,Completo
BP_53E1X,8302063.0,2023-03-14,Completo
BP_B167H,933750.72,2023-01-22,Proceso
BP_5Y8B1,11446815.42,2023-10-08,Completo
BP_IJQCO,923056.0,2023-02-17,Proceso
BP_NVTD9,567675.14,2023-04-04,Completo
BP_RZPPU,718638.2,2023-02-10,Proceso
BP_A3HMP,1331816.04,2023-06-20,Cancelado
BP_3PA6I,2525667.0,2023-08-28,Completo
BP_T5YWW,721980.0,2023-05-18,Completo
BP_QL0BO,1766678.92,2023-09-18,Completo
BP_SPH1H,1828402.04,2023-04-30,Completo
BP_XI0T1,3971799.88,2023-03-15,Completo
BP_LGBN5,11363522.15,2023-09-11,Completo
BP_ZCKJ7,2692359.5,2023-10-25,Completo
BP_X9BVM,10462571.25,2023-07-27,Completo
BP_54B2R,6941771.38,2023-09-21,Proceso
BP_A2UZJ,638182.46,2023-01-16,Completo
BP_WNFQQ,1799774.0,2023-06-07,Cancelado
BP_PP607,2382854.67,2023-04-03,Completo
BP_LPH8A,12207847.5,2023-01-07,Proceso
BP_E8CUU,725727.0,2023-03-17,Completo
BP_3TQN5,2483710.14,2023-03-21,Completo
BP_Z7KIP,9844924.48,2023-01-05,Completo
BP_MDO9Y,1260929.6,2023-08-03,Proceso
BP_0BOVP,1116321.99,2023-09-28,Completo
BP_P92FV,1069694.47,2023-04-06,Completo
BP_1ON2H,7528238.25,2023-05-07,Proceso
BP_LZH3Z,5046324.26,2023-07-15,Proceso
BP_CBJM7,767270.07,2023-05-17,Completo
BP_AAF68,1092656.72,2023-02-21,Completo
BP_U36IE,4824573.25,2023-08-29,Completo
BP_KBHWE,1319633.06,2023-01-31,Completo
BP_X054Q,1669623.3,2023-09-28,Completo
BP_RTSNK,5555670.7,2023-02-07,Completo
BP_1LZZZ,6022845.48,2023-04-02,Completo
BP_8VSIN,6282630.25,2023-05-12,Completo
BP_WTSH5,887773.52,2023-09-01,Completo
BP_Z59A3,1447278.0,2023-03-26,Completo
BP_VF60Q,2053290.5,2023-05-14,Completo
BP_DI8RA,1143958.89,2023-09-13,Completo
BP_JLG6O,1247359.28,2023-03-17,Cancelado
BP_3UBHZ,3826349.14,2023-10-04,Proceso
BP_WGM97,10149786.16,2023-06-06,Cancelado
BP_4DZ3R,8808325.62,2023-02-19,Completo
BP_4IG3B,8269742.74,2023-09-10,Completo
BP_IQL27,8359236.0,2023-08-24,Completo
BP_0EC4A,1933072.0,2023-03-01,Completo
BP_Q8F83,1248359.25,2023-10-01,Completo
BP_NCB7D,1514736.5,2023-07-24,Completo
BP_IR4XC,1661468.42,2023-07-18,Completo
BP_3L5DH,7334198.54,2023-08-31,Completo
BP_FHNS2,5060444.0,2023-01-06,Completo
BP_MDNX6,6199718.5,2023-08-30,Proceso
BP_IZEJ3,3371690.0,2023-02-09,Proceso
BP_52R56,3334349.09,2023-04-08,Cancelado
BP_BYPMA,1551497.5,2023-09-06,Proceso
BP_JI7JZ,725492.14,2023-06-29,Completo
BP_RBEXG,3686874.23,2023-07-22,Completo
BP_WGA6M,6804185.46,2023-04-15,Completo
BP_IKSQ2,1310857.12,2023-07-19,Completo
BP_6O9IS,2871570.5,2023-02-06,Completo
BP_X8EIQ,758621.0,2023-02-20,Completo
BP_RN18Z,1924748.74,2023-06-23,Completo
BP_BLHHK,1442200.89,2023-06-26,Proceso
BP_O43IS,3908443.72,2023-02-16,Completo
BP_AWTJN,904180.5,2023-03-13,Completo
BP_RCS5M,1973942.55,2023-03-28,Completo
BP_L84HT,1842533.25,2023-01-02,Proceso
BP_SAWIK,2159555.08,2023-07-22,Completo
BP_87JBU,946772.9,2023-07-01,Completo
BP_CDFT3,8069307.27,2023-04-15,Cancelado
BP_XCA6O,1011167.5,2023-05-27,Proceso
BP_VBN29,9762309.99,2023-03-01,Proceso
BP_1GDPK,977156.42,2023-05-16,Completo
BP_BSKRU,3214073.44,2023-03-14,Completo
BP_D5X1A,1871363.0,2023-10-23,Proceso
BP_R9515,1296916.29,2023-09-26,Completo
BP_V5OOP,2888555.18,2023-06-18,Completo
BP_AGZAY,1393614.74,2023-03-12,Completo
BP_89HAE,2226401.2,2023-06-05,Proceso
BP_VRCEG,612268.0,2023-09-14,Proceso
BP_MH2BF,2939945.21,2023-05-20,Proceso
BP_22DMU,1146446.68,2023-01-31,Cancelado
BP_7TSPR,6725124.5,2023-02-02,Cancelado
BP_UZ0G3,527668.5,2023-08-23,Completo
BP_KXAXK,1223872.03,2023-07-02,Proceso
BP_QQ6DM,2242189.07,2023-03-24,Completo
BP_EZ3JF,2536582.25,2023-06-21,Completo
BP_FI59T,1496313.5,2023-03-06,Proceso
BP_LJO1C,1036236.5,2023-06-22,Completo
BP_7A1YW,12070598.98,2023-04-20,Proceso
BP_YLG4G,8047146.5,2023-06-16,Completo
BP_2XX3A,9130540.73,2023-09-12,Completo
BP_AHWMT,8195863.5,2023-08-03,Completo
BP_F24BX,1201103.5,2023-02-17,Completo
BP_639QZ,1628215.5,2023-06-04,Completo
BP_5KKH3,1737895.64,2023-06-13,Completo
BP_5127S,2503200.77,2023-07-02,Proceso
BP_CG97H,2403043.04,2023-04-02,Completo
BP_2C7KD,1997610.18,2023-01-30,Cancelado
BP_CPQ6C,738751.0,2023-05-16,Cancelado
BP_RKPRU,9681101.73,2023-08-31,Completo
BP_OQ2PA,5734747.75,2023-02-22,Completo
BP_WQ627,1026953.29,2023-01-14,Completo
BP_1EH9U,2060551.0,2023-06-13,Cancelado
BP_5JIZK,1575231.58,2023-10-01,Completo
BP_YW5ZY,1402880.0,2023-05-11,Completo
BP_GY1GX,1157138.24,2023-08-16,Completo
BP_PQ233,717366.14,2023-03-08,Cancelado
BP_D4UQF,1206640.5,2023-10-19,Completo
BP_PGAOI,1602747.5,2023-09-30,Completo
BP_3W5XK,1868153.0,2023-01-18,Proceso
BP_8P2HT,3334412.16,2023-03-31,Completo
BP_14MBO,1036639.96,2023-09-22,Completo
BP_PPZ3D,648054.31,2023-09-05,Completo
BP_Q33CR,2211939.4,2023-08-11,Cancelado
BP_Y1ORC,1330047.54,2023-09-07,Completo
BP_URIW4,1140444.0,2023-10-18,Proceso
BP_442BY,1108947.64,2023-01-21,Completo
BP_QWHUD,1169818.5,2023-08-17,Cancelado
BP_NG8NJ,4453065.82,2023-05-23,Completo
BP_XIOKM,941364.38,2023-07-13,Completo
BP_EIZGF,2072401.69,2023-10-07,Completo
BP_INVXN,8356670.5,2023-06-17,Proceso
BP_OMGC5,755152.56,2023-05-02,Proceso
BP_QOOZ9,4357027.68,2023-06-27,Completo
BP_IKNVL,3791450.0,2023-05-26,Proceso
BP_QMQUX,1475030.86,2023-09-09,Completo
BP_7LCF4,2995499.08,2023-01-12,Completo
BP_MKCG4,8574756.0,2023-06-18,Proceso
BP_8PXJG,2503146.0,2023-09-14,Cancelado
BP_KSJCL,1239074.99,2023-03-17,Completo
BP_4FS37,9887561.02,2023-04-19,Completo
BP_N262J,1268579.0,2023-02-16,Completo
BP_1S9G9,762501.5,2023-06-02,Proceso
BP_GKD6P,2540580.65,2023-10-01,Completo
BP_S89US,837310.2,2023-07-02,Cancelado
BP_HRMLQ,3128977.25,2023-02-06,Completo
BP_MMLUA,3095594.74,2023-10-20,Completo
BP_8HT62,1227951.35,2023-05-22,Completo
BP_NIUH2,1125883.92,2023-03-21,Proceso
BP_VNLZ0,3831029.25,2023-03-03,Completo
BP_L7X7P,1257250.02,2023-05-21,Completo
BP_XGRAK,634253.89,2023-06-02,Completo
BP_LQ3YB,11282674.66,2023-08-02,Proceso
BP_RYEC1,1573068.3,2023-01-26,Completo
BP_731BM,2512573.5,2023-06-18,Completo
BP_4CM0S,946232.02,2023-05-11,Completo
BP_WR1NK,2782418.51,2023-10-01,Proceso
BP_BHN1F,11583539.0,2023-10-02,Proceso
BP_7CK0R,1073452.85,2023-06-10,Completo
BP_ONQV2,1657868.09,2023-01-27,Completo
BP_K1YZ4,956238.61,2023-05-13,Proceso
BP_RQRSD,1090817.02,2023-10-12,Proceso
BP_4GLSB,8694316.75,2023-01-01,Completo
BP_GLPSE,1110286.64,2023-02-01,Proceso
BP_IS49L,3540866.73,2023-02-22,Completo
BP_5URSN,5111820.5,2023-07-24,Completo
BP_8NMUS,2082317.24,2023-06-22,Completo
BP_WS0OS,9175966.0,2023-04-04,Cancelado
BP_DWR4L,521459.82,2023-03-15,Completo
BP_QHBO1,1969066.58,2023-07-05,Proceso
BP_3GM3P,4531444.95,2023-09-06,Proceso
BP_MKBDK,998989.9,2023-01-24,Proceso
BP_AT5GL,4661355.68,2023-07-05,Completo
BP_SBSNM,881754.94,2023-01-10,Proceso
BP_52PN4,1943517.64,2023-04-22,Completo
BP_1T8RD,5705127.5,2023-05-24,Completo
BP_Y6H2N,10090888.75,2023-03-24,Completo
BP_H87ZL,383163.18,2023-01-08,Completo
BP_4L1DI,1549431.0,2023-03-28,Completo
BP_CAZLE,2254339.92,2023-08-04,Completo
BP_RBN9N,5160972.2,2023-08-06,Cancelado
BP_P4B3L,5301108.76,2023-08-27,Completo
BP_6YM3K,1345882.0,2023-02-03,Proceso
BP_39UHZ,1198404.56,2023-03-04,Completo
BP_7XJBB,668743.38,2023-03-03,Completo
BP_UXXHF,2305975.71,2023-05-02,Completo
BP_CYVNJ,1674837.38,2023-08-07,Completo
BP_I03UG,7260113.0,2023-05-31,Cancelado
BP_V9N0M,2023042.14,2023-09-03,Cancelado
BP_MNF88,1213017.81,2023-04-22,Completo
BP_LTV9S,1496312.35,2023-07-28,Proceso
BP_R1L5N,2036602.5,2023-07-12,Cancelado
BP_7OG1C,952765.0,2023-04-16,Completo
BP_HTUA8,10541436.25,2023-05-04,Completo
BP_5FQXC,5735814.5,2023-03-03,Completo
BP_R8SN2,5035962.95,2023-09-24,Proceso
BP_VMFFS,5718732.0,2023-09-13,Completo
BP_QEPRD,618661.15,2023-05-31,Proceso
BP_8LBQM,4822369.02,2023-06-15,Proceso
BP_KOF3Q,1975801.25,2023-06-11,Completo
BP_0N1W2,9074063.42,2023-08-09,Completo
BP_UC2IC,1180241.75,2023-04-23,Completo
BP_DRTMU,9058794.0,2023-07-11,Completo
BP_BGLXD,1948901.82,2023-02-12,Completo
BP_1U9Y1,10537931.78,2023-05-22,Proceso
BP_RHGV3,769312.1,2023-04-25,Completo
BP_KPRM6,4575279.24,2023-07-09,Cancelado
BP_CRWEY,10424591.34,2023-05-04,Proceso
BP_9CGSC,1934964.75,2023-10-05,Completo
BP_LFNPG,8950850.1,2023-08-15,Completo
BP_S0MF7,771072.75,2023-08-06,Completo
BP_B75XI,910999.58,2023-08-13,Completo
BP_Q3KU4,1807184.99,2023-04-14,Proceso
BP_9I9TT,1239401.99,2023-05-12,Completo
BP_Y01S7,5098580.79,2023-07-03,Completo
BP_FGR40,1408614.0,2023-03-18,Completo
BP_2ANCF,7833665.88,2023-07-14,Completo
BP_HL752,1284442.86,2023-08-08,Completo
BP_RGAZJ,964916.75,2023-07-07,Proceso
BP_H6GQE,445563.64,2023-06-05,Completo
BP_5RI01,12957629.66,2023-06-22,Proceso
BP_YO2OK,4430369.25,2023-04-22,Completo
BP_JEQ39,585148.31,2023-09-01,Completo
BP_LOQV8,2358781.23,2023-03-04,Completo
BP_7YTE3,512268.0,2023-05-10,Completo
BP_S9KZY,2103768.17,2023-04-06,Completo
BP_OFO1K,12351094.0,2023-06-22,Completo
BP_9YGYQ,6678971.7,2023-02-19,Cancelado
BP_PXNOS,908476.9,2023-09-16,Completo
BP_VEVEH,1659676.0,2023-03-30,Cancelado
BP_A4BTF,1987412.98,2023-04-05,Proceso
BP_AVL7K,2849080.8,2023-02-07,Proceso
BP_MNCJ0,1743845.32,2023-02-19,Completo
BP_Y3S8Q,2403250.34,2023-06-08,Proceso
BP_5SPC8,1450836.0,2023-07-28,Completo
BP_1HIB3,1455299.5,2023-01-23,Completo
BP_1L5LW,6467928.5,2023-07-19,Completo
BP_YTITV,1341118.96,2023-01-10,Completo
BP_C6CF0,1606504.34,2023-03-18,Completo
BP_PJSRI,6814490.63,2023-07-29,Completo
BP_EIYY3,998360.22,2023-08-06,Completo
BP_7LJ38,1530806.66,2023-01-23,Cancelado
BP_TR91O,6028396.5,2023-04-05,Completo
BP_MZDD3,595940.09,2023-04-15,Proceso
BP_9U78Z,762846.5,2023-05-14,Completo
BP_NQXSL,972053.0,2023-07-16,Completo
BP_W4GDW,8174686.62,2023-03-10,Completo
BP_CRCGR,1422203.5,2023-05-15,Proceso
BP_O2OBK,757503.76,2023-05-29,Completo
BP_M8Q02,5418786.0,2023-03-17,Completo
BP_HQXVH,3904270.48,2023-01-23,Completo
BP_FSKX7,6842067.99,2023-09-20,Completo
BP_TMU1F,6165997.75,2023-05-15,Cancelado
BP_WPV7W,1351683.5,2023-10-21,Completo
BP_21IG8,3386396.0,2023-01-04,Cancelado
BP_IKGRG,1286017.08,2023-05-08,Completo
BP_9KPLX,1724998.72,2023-04-12,Proceso
BP_QAMLY,1271593.43,2023-02-28,Completo
BP_4C5NS,1806124.03,2023-07-06,Completo
BP_V8PCQ,4334160.72,2023-03-05,Proceso
BP_YW02D,1500653.75,2023-04-16,Completo
BP_8MZC2,1640553.3,2023-08-10,Completo
BP_O98Q4,474700.04,2023-06-10,Cancelado
BP_OB77I,7404514.39,2023-09-20,Completo
BP_9F21A,5178554.0,2023-06-09,Completo
BP_M786Z,639946.82,2023-04-11,Proceso
BP_O806N,727659.37,2023-01-23,Proceso
BP_5ARG9,1046049.0,2023-05-10,Completo
BP_TO8KU,799064.83,2023-05-22,Proceso
BP_VF939,1346048.22,2023-03-04,Cancelado
BP_KSHUE,662623.4,2023-09-09,Completo
BP_3ZGID,10361848.25,2023-04-09,Proceso
BP_GK99G,1010223.19,2023-02-10,Cancelado
BP_0CNDU,516764.5,2023-04-21,Proceso
BP_Z88J1,823750.46,2023-08-21,Completo
BP_7QHZV,11371918.5,2023-04-01,Completo
BP_7DPA8,10335370.5,2023-01-05,Completo
BP_Z7LGM,1099122.0,2023-06-12,Completo
BP_Y81T6,3776000.18,2023-09-24,Proceso
BP_AV837,2251633.0,2023-03-10,Completo
BP_CCKIR,1395967.0,2023-09-23,Completo
BP_B1S3J,1189721.14,2023-08-09,Completo
BP_1WF03,14835989.5,2023-10-24,Completo
BP_FKPD0,2648242.76,2023-06-20,Completo
BP_AW3Z7,1794127.88,2023-03-21,Completo
BP_8I3I9,794612.02,2023-07-06,Completo
BP_EBHWB,3057826.1,2023-01-16,Completo
BP_CBG7J,2581545.0,2023-01-11,Completo
BP_V6VP1,5057274.5,2023-07-20,Completo
BP_9FLKE,7578682.49,2023-05-08,Completo
BP_DEF0X,12087196.0,2023-03-25,Completo
BP_WXR15,2868057.0,2023-10-04,Completo
BP_W0EGT,1272704.52,2023-08-15,Completo
BP_SH5N2,3070102.0,2023-05-18,Cancelado
BP_8NQX5,2399706.85,2023-02-01,Completo
BP_KX9ZP,1052628.0,2023-03-01,Completo
BP_F0FU0,493208.9,2023-08-08,Completo
BP_IOL5G,648151.25,2023-09-20,Completo
BP_VQ2AO,1117208.5,2023-01-26,Completo
BP_INGYQ,1671376.0,2023-06-27,Proceso
BP_TETPP,2249383.71,2023-04-14,Completo
BP_QAN2D,11394741.25,2023-05-14,Completo
BP_VZIUT,1240659.17,2023-08-26,Completo
BP_RQ8ZR,1272232.0,2023-07-10,Completo
BP_XFMCX,948646.0,2023-09-13,Completo
BP_JAVAS,661815.92,2023-08-23,Completo
BP_XJ717,1287335.0,2023-08-17,Completo
BP_O8HAX,9975809.69,2023-03-14,Completo
BP_K3WOO,4868815.38,2023-03-11,Proceso
BP_LNB27,532349.26,2023-10-14,Completo
BP_5VQ69,790232.97,2023-01-08,Completo
BP_3KRZ1,6570347.13,2023-07-31,Proceso
BP_QZPJ7,725282.32,2023-09-05,Cancelado
BP_RM7WH,3236094.36,2023-01-15,Completo
BP_EHE9J,1158367.42,2023-10-14,Proceso
BP_2SEER,4069869.5,2023-04-22,Completo
BP_9ALWP,1198007.0,2023-04-08,Cancelado
BP_KX4GR,653376.78,2023-08-09,Completo
BP_3UW4B,2808798.75,2023-06-07,Completo
BP_IBPMO,491808.97,2023-01-20,Cancelado
BP_WCLBT,1322434.02,2023-02-07,Cancelado
BP_UDIO4,2396680.48,2023-10-16,Completo
BP_SHJBU,2577184.5,2023-06-16,Completo
BP_16RX0,545424.97,2023-09-19,Proceso
BP_T9JPJ,6371937.5,2023-10-15,Completo
BP_A4I26,2541733.54,2023-08-08,Completo
BP_VFSYF,2517370.16,2023-04-12,Completo
BP_1QSQO,1493001.25,2023-01-06,Completo
BP_CO1VH,1360979.64,2023-05-16,Completo
BP_UMM3E,3187015.0,2023-08-27,Completo
BP_8IDFD,1386743.25,2023-08-26,Cancelado
BP_BYRHH,1295538.0,2023-06-07,Completo
BP_NFZJ7,828458.8,2023-06-07,Completo
BP_U7M0Q,1222899.93,2023-03-29,Proceso
BP_VWUEZ,9148878.77,2023-01-23,Proceso
BP_M0SWP,932020.5,2023-01-05,Completo
BP_LJ3Y1,1190714.75,2023-03-03,Completo
BP_DMRFQ,6193914.5,2023-10-11,Proceso
BP_5XVVX,1601480.06,2023-03-30,Completo
BP_XFT3T,1465891.07,2023-07-02,Proceso
BP_0YOVR,5540699.94,2023-02-15,Proceso
BP_KZJZ8,1101706.17,2023-04-05,Completo
BP_6Y6YA,1121196.0,2023-10-27,Proceso
BP_SRW05,696541.37,2023-07-27,Proceso
BP_Y2WJM,1661639.36,2023-06-26,Cancelado
BP_6GH78,1001029.87,2023-08-03,Proceso
BP_WWJUP,933380.0,2023-03-26,Completo
BP_UONHP,2873362.85,2023-07-02,Proceso
BP_5QK6G,698951.0,2023-10-16,Proceso
BP_3AT46,8991958.5,2023-09-19,Proceso
BP_MG8BS,939625.65,2023-06-26,Completo
BP_NBY7U,2160094.0,2023-10-19,Completo
BP_QQN3M,2785871.72,2023-06-16,Completo
BP_47M6X,2141684.75,2023-06-13,Cancelado
BP_1LQFH,2926494.75,2023-04-26,Completo
BP_FJ5V0,967649.0,2023-10-07,Completo
BP_W59X8,1376610.5,2023-05-21,Completo
BP_82AM3,2536654.0,2023-03-24,Completo
BP_NF6EO,1620167.62,2023-07-03,Completo
BP_3I18X,5846428.84,2023-06-23,Completo
BP_HPLQ3,1523783.25,2023-05-07,Completo
BP_V3W76,6462583.6,2023-09-15,Completo
BP_5GVYK,622669.78,2023-03-04,Cancelado
BP_OZ93F,12969924.0,2023-02-22,Completo
BP_QKIVX,1228868.0,2023-02-14,Proceso
BP_KQL05,1322453.0,2023-03-14,Completo
BP_DLU3P,2291089.5,2023-05-13,Completo
BP_BN7ME,2941937.0,2023-03-11,Completo
BP_CT1H3,586288.08,2023-09-02,Completo
BP_VNX9M,1409180.42,2023-03-01,Completo
BP_G9RRM,1208260.5,2023-09-16,Completo
BP_BCMDA,13825957.5,2023-03-17,Completo
BP_X6Z53,2670676.27,2023-06-28,Completo
BP_VA743,1457735.4,2023-10-22,Cancelado
BP_VF9DC,10289852.32,2023-05-12,Completo
BP_YQNNN,1023189.9,2023-10-05,Completo
BP_JI9I7,10854393.26,2023-08-25,Cancelado
BP_5YAHG,1011173.04,2023-08-16,Proceso
BP_EQYYK,2680538.15,2023-09-03,Completo
BP_LYZBH,1811391.28,2023-02-17,Completo
BP_ALFZ5,6641227.2,2023-04-26,Completo
BP_WKL96,6729378.5,2023-03-07,Completo
BP_K3LMM,917075.1,2023-06-22,Completo
BP_E94A0,12236744.18,2023-06-23,Completo
BP_CJWDK,1673880.0,2023-01-22,Completo
BP_18MW3,430280.12,2023-01-28,Completo
BP_DFFCA,6521070.75,2023-05-15,Cancelado
BP_RJTTV,6251070.05,2023-04-15,Completo
BP_Z3UQL,2167972.68,2023-02-28,Proceso
BP_LFOWU,470966.03,2023-06-22,Completo
BP_K6HEA,1892050.0,2023-09-11,Completo
BP_SGZIR,1002107.05,2023-01-25,Cancelado
BP_LFYKC,606073.0,2023-10-16,Completo
BP_T4NYD,2092204.5,2023-07-01,Completo
BP_G46UV,8946076.5,2023-10-02,Completo
BP_2UNVW,810923.0,2023-10-07,Completo
BP_RE4WX,8015197.29,2023-07-11,Completo
BP_GQHB0,1024783.63,2023-03-16,Proceso
BP_MFEKL,5313142.51,2023-05-20,Completo
BP_VAUBX,1174007.0,2023-05-04,Proceso
BP_YY9GN,1471726.89,2023-01-05,Completo
BP_J86BD,1400646.45,2023-04-11,Completo
BP_R4NU1,827980.93,2023-09-25,Completo
BP_DVCV2,1407537.0,2023-03-21,Completo
BP_U7QYJ,3955034.76,2023-07-19,Completo
BP_LMZTN,6633651.05,2023-02-10,Cancelado
BP_LL13N,2675349.34,2023-08-23,Completo
BP_BQV0I,1974624.82,2023-02-26,Proceso
BP_Z3IJ1,5190892.82,2023-06-16,Completo
BP_MD8XA,10265875.77,2023-08-27,Completo
BP_V03Z2,843456.5,2023-06-18,Completo
BP_A1G6K,924652.0,2023-09-11,Completo
BP_9KJN7,2346319.3,2023-08-31,Completo
BP_KDRFT,796043.18,2023-07-19,Proceso
BP_KUF93,1145075.55,2023-01-29,Completo
BP_FXYTF,733987.0,2023-01-21,Completo
BP_ORSJ1,1641216.0,2023-03-06,Completo
BP_LV2EY,931588.62,2023-04-16,Completo
BP_D49KM,997193.28,2023-01-20,Proceso
BP_ZE99S,11442581.0,2023-09-07,Completo
BP_BBCWX,2654987.23,2023-03-20,Completo
BP_HALXS,6557547.81,2023-07-28,Completo
BP_NAA7W,1854130.5,2023-08-23,Completo
BP_YIW8N,1576234.47,2023-02-03,Completo
BP_BXX1H,2447189.0,2023-02-08,Completo
BP_H94GD,7707648.0,2023-07-01,Completo
BP_3J1K2,1308151.0,2023-08-25,Proceso
BP_BCLYC,2494903.25,2023-10-16,Completo
BP_JPHZN,1289057.42,2023-04-08,Completo
BP_Q76HY,1880676.25,2023-09-05,Cancelado
BP_FLIUV,1124961.95,2023-01-11,Cancelado
BP_P63OG,1685283.5,2023-07-26,Cancelado
BP_SZNMN,823462.32,2023-03-02,Cancelado
BP_UQP4K,830416.5,2023-06-06,Completo
BP_4MN05,633920.5,2023-04-14,Completo
BP_GVT94,1376654.5,2023-05-29,Proceso
BP_AJPH2,10273625.0,2023-05-01,Completo
BP_WAN7A,1124325.75,2023-09-21,Completo
BP_S7HH8,8337793.25,2023-04-16,Proceso
BP_VWW2O,8994880.0,2023-10-04,Completo
BP_BQCVT,585675.5,2023-08-28,Completo
BP_PKPXF,544049.14,2023-04-18,Proceso
BP_JAHKY,1090865.0,2023-07-23,Completo
BP_3OY8X,2818866.64,2023-09-09,Completo
BP_QEIR6,2294749.0,2023-07-04,Cancelado
BP_FOZZX,837116.33,2023-09-03,Completo
BP_DRARZ,1571017.56,2023-10-09,Proceso
BP_EO72K,899552.69,2023-07-17,Completo
BP_68MC7,1226279.5,2023-03-22,Proceso
BP_OBJU8,1032307.0,2023-07-01,Completo
BP_IBW6L,761056.5,2023-10-06,Proceso
BP_XKO7L,911967.3,2023-09-03,Completo
BP_R1YV2,691368.52,2023-03-18,Completo
BP_Q9MYV,4647396.86,2023-09-30,Completo
BP_NQAUL,726354.39,2023-06-17,Completo
BP_GU1BN,2211972.0,2023-09-07,Completo
BP_NW12J,1964244.31,2023-05-05,Proceso
BP_OIA04,1281775.5,2023-03-31,Proceso
BP_YQ0BS,1525810.2,2023-03-19,Completo
BP_MJCO3,782807.35,2023-08-13,Completo
BP_X76N1,5806439.5,2023-01-10,Completo
BP_83D9B,8487607.12,2023-03-13,Completo
BP_EH6EZ,510015.0,2023-08-22,Completo
BP_2FZPA,1889319.0,2023-06-08,Completo
BP_G7M79,961233.25,2023-04-16,Proceso
BP_FCJ0Q,5130503.83,2023-02-01,Completo
BP_YELW7,1997925.01,2023-09-25,Proceso
BP_WF29S,1828635.1,2023-03-02,Completo
BP_TYPT9,11384859.11,2023-05-31,Proceso
BP_JN3MC,1979380.58,2023-04-16,Proceso
BP_3JN2Z,1057441.16,2023-07-05,Completo
BP_T7I48,2809657.5,2023-03-11,Completo
BP_BYJCR,7266472.08,2023-04-22,Cancelado
BP_L96J7,2092721.47,2023-02-27,Completo
BP_NYNW3,5180713.5,2023-06-25,Completo
BP_SW1F6,941274.25,2023-09-11,Completo
BP_MFRWG,543222.94,2023-03-28,Completo
BP_FUMPW,1358587.34,2023-07-01,Completo
BP_LNJKO,1615843.41,2023-06-13,Completo
BP_YZUR4,726728.95,2023-04-06,Completo
BP_7VIFU,897087.47,2023-04-25,Cancelado
BP_ERK0V,774656.0,2023-03-15,Completo
BP_L3MCR,2553301.0,2023-01-08,Completo
BP_HLXXH,1485853.8,2023-06-26,Completo
BP_6Y11U,340403.0,2023-04-05,Proceso
BP_46AGQ,5401672.0,2023-07-29,Completo
BP_EZFQZ,1942967.0,2023-06-08,Cancelado
BP_U6AVD,541045.75,2023-07-07,Completo
BP_52EO5,1123791.0,2023-01-02,Completo
BP_T2T2P,2211683.09,2023-01-31,Completo
BP_Z62CH,1883023.68,2023-02-18,Proceso
BP_QNZO8,679613.5,2023-08-29,Completo
BP_ESBFG,321262.47,2023-08-02,Proceso
BP_E4FPN,1220405.36,2023-02-27,Proceso
BP_PBRND,3655835.55,2023-02-24,Completo
BP_T3BQK,528376.5,2023-08-30,Completo
BP_8IM29,8448769.94,2023-07-30,Completo
BP_8DL2R,462703.0,2023-06-17,Completo
BP_0A4RO,2020424.86,2023-08-25,Cancelado
BP_H7XRZ,1806152.5,2023-04-17,Completo
BP_I9VRM,9932454.62,2023-03-22,Completo
BP_2E7LF,469921.5,2023-10-23,Completo
BP_BSDWU,1371870.2,2023-03-03,Proceso
BP_YWFZS,936725.25,2023-07-10,Completo
BP_9LIW3,821903.9,2023-09-13,Completo
BP_7L8ON,1457976.52,2023-01-28,Completo
BP_N6V82,5333551.98,2023-04-03,Completo
BP_FYQI1,784403.43,2023-10-27,Completo
BP_79S97,1916192.82,2023-05-04,Completo
BP_SCGXA,1296165.68,2023-02-15,Completo
BP_LI9JC,2085130.14,2023-08-22,Completo
BP_H925D,2985253.5,2023-02-02,Completo
BP_OYX39,11549377.0,2023-07-20,Completo
BP_4AKU0,2869567.67,2023-06-23,Completo
BP_6LFYS,875996.52,2023-06-08,Completo
BP_LSJWO,9780442.27,2023-06-24,Cancelado
BP_NH0AK,1058064.88,2023-05-18,Completo
BP_PJ491,1247803.5,2023-07-14,Completo
BP_7Z97B,1870544.66,2023-08-31,Proceso
BP_67D1Z,7695475.5,2023-07-06,Cancelado
BP_MI8E4,1276324.42,2023-01-11,Completo
BP_EMTXD,2507089.85,2023-09-01,Cancelado
